player,season,team,overall,attack,defense,base_overall,podium_finish,era_boost,rating_source,photo
Armin Gigovic,2026,Bosnia and Herzegovina,72,67,64,72,—,0.0,FC26,
Amar Memić,2026,Bosnia and Herzegovina,72,71,52,72,—,0.0,FC26,
Dennis Hadžikadunić,2026,Bosnia and Herzegovina,70,44,71,70,—,0.0,FC26,
Tarik Muharemović,2026,Bosnia and Herzegovina,70,42,71,70,—,0.0,FC26,
Ivan Bašić,2026,Bosnia and Herzegovina,70,66,63,70,—,0.0,estimated,
Ivan Šunjić,2026,Bosnia and Herzegovina,70,66,63,70,—,0.0,estimated,
Ermin Mahmic,2026,Bosnia and Herzegovina,70,66,63,70,—,0.0,estimated,
Samed Bazdar,2026,Bosnia and Herzegovina,69,70,46,69,—,0.0,FC26,
Nikola Katić,2026,Bosnia and Herzegovina,69,44,71,69,—,0.0,FC26,
Stjepan Radeljić,2026,Bosnia and Herzegovina,69,44,69,69,—,0.0,estimated,
Dženis Burnić,2026,Bosnia and Herzegovina,68,65,63,68,—,0.0,FC26,
Esmir Bajraktarevic,2026,Bosnia and Herzegovina,67,65,45,67,—,0.0,FC26,
Nihad Mujakić,2026,Bosnia and Herzegovina,67,41,69,67,—,0.0,FC26,
Benjamin Tahirovic,2026,Bosnia and Herzegovina,67,58,65,67,—,0.0,FC26,
Nidal Čelik,2026,Bosnia and Herzegovina,64,45,65,64,—,0.0,FC26,
Jovo Lukić,2026,Bosnia and Herzegovina,64,58,39,64,—,0.0,FC26,
Kerim Alajbegović,2026,Bosnia and Herzegovina,63,64,41,63,—,0.0,FC26,
Alisson Becker,2026,Brazil,89,12,89,89,—,0.0,FC26,
Vinicius Junior,2026,Brazil,89,87,40,89,—,0.0,FC26,
Raphinha,2026,Brazil,89,86,59,89,—,0.0,FC26,
Gabriel Magalhães,2026,Brazil,88,57,87,88,—,0.0,FC26,
Marquinhos,2026,Brazil,87,68,86,87,—,0.0,FC26,
Bruno Guimarães,2026,Brazil,86,79,80,86,—,0.0,FC26,
Bremer,2026,Brazil,85,60,84,85,—,0.0,FC26,
Ederson,2026,Brazil,85,12,85,85,—,0.0,FC26,
Matheus Cunha,2026,Brazil,83,83,53,83,—,0.0,FC26,
Fabinho,2026,Brazil,82,72,81,82,—,0.0,FC26,
Roger Ibañez,2026,Brazil,82,50,84,82,—,0.0,FC26,
Martinelli,2026,Brazil,81,80,53,81,—,0.0,FC26,
Casemiro,2026,Brazil,80,69,79,80,—,0.0,FC26,
Alex Sandro,2026,Brazil,80,53,80,80,—,0.0,FC26,
Lucas Paquetá,2026,Brazil,80,79,71,80,—,0.0,FC26,
Neymar,2026,Brazil,78,76,42,78,—,0.0,estimated,
Luiz Henrique,2026,Brazil,78,75,60,78,—,0.0,FC26,
Rayan,2026,Brazil,78,76,42,78,—,0.0,estimated,
Wesley,2026,Brazil,77,71,74,77,—,0.0,FC26,
Endrick,2026,Brazil,77,75,41,77,—,0.0,FC26,
Thiago,2026,Brazil,75,73,40,75,—,0.0,FC26,
Léo Pereira,2026,Brazil,70,64,67,70,—,0.0,FC26,
Weverton,2026,Brazil,68,64,65,68,—,0.0,FC26,
Danilo Luiz da Silva,2026,Brazil,68,63,67,68,—,0.0,FC26,
Danilo dos Santos de Oliveira,2026,Brazil,68,63,67,68,—,0.0,FC26,
Douglas Santos,2026,Brazil,59,59,31,59,—,0.0,FC26,
Alphonso Davies,2026,Canada,84,77,75,84,—,0.0,FC26,
Jonathan David,2026,Canada,82,79,46,82,—,0.0,FC26,
Alistair Johnston,2026,Canada,78,68,75,78,—,0.0,FC26,
Stephen Eustáquio,2026,Canada,77,71,73,77,—,0.0,FC26,
Cyle Larin,2026,Canada,77,73,42,77,—,0.0,FC26,
Moise Bombito,2026,Canada,76,60,75,76,—,0.0,FC26,
Promise Akinpelu,2026,Canada,75,68,44,75,—,0.0,FC26,
Derek Cornelius,2026,Canada,74,53,75,74,—,0.0,FC26,
Tajon Buchanan,2026,Canada,74,70,69,74,—,0.0,FC26,
Dayne St. Clair,2026,Canada,73,9,73,73,—,0.0,FC26,
Ismael Kone,2026,Canada,72,68,65,72,—,0.0,FC26,
Liam Millar,2026,Canada,72,71,54,72,—,0.0,FC26,
Richie Laryea,2026,Canada,72,68,66,72,—,0.0,FC26,
Alfie Jones,2026,Canada,71,56,68,71,—,0.0,estimated,
Jonathan Osorio,2026,Canada,71,67,62,71,—,0.0,FC26,
Tani Oluwaseyi,2026,Canada,70,67,41,70,—,0.0,FC26,
Niko Sigur,2026,Canada,70,67,64,70,—,0.0,FC26,
Maxime Crépeau,2026,Canada,69,9,69,69,—,0.0,FC26,
Marcelo Flores,2026,Canada,68,67,60,68,—,0.0,estimated,
Joel Waterman,2026,Canada,68,48,70,68,—,0.0,FC26,
Ali Ahmed,2026,Canada,68,66,62,68,—,0.0,FC26,
Nathan-Dylan Saliba,2026,Canada,68,67,60,68,—,0.0,FC26,
Mathieu Choinière,2026,Canada,67,62,61,67,—,0.0,FC26,
Jacob Shaffelburg,2026,Canada,67,66,55,67,—,0.0,FC26,
Luc De Fougerolles,2026,Canada,60,43,61,60,—,0.0,FC26,
Owen Goodman,2026,Canada,52,50,29,52,—,0.0,FC26,
Logan Costa,2026,Cape Verde,77,54,77,77,—,0.0,FC26,
Yannick Semedo,2026,Cape Verde,74,10,74,74,—,0.0,FC26,
Willy Semedo,2026,Cape Verde,74,10,74,74,—,0.0,FC26,
Nuno Da Costa,2026,Cape Verde,74,72,38,74,—,0.0,FC26,
Hélio Varela,2026,Cape Verde,74,10,74,74,—,0.0,FC26,
Kevin Pina,2026,Cape Verde,72,66,65,72,—,0.0,FC26,
Steven Moreira,2026,Cape Verde,72,56,73,72,—,0.0,FC26,
Wagner Pina,2026,Cape Verde,72,66,65,72,—,0.0,FC26,
Garry Rodrigues,2026,Cape Verde,71,51,56,71,—,0.0,estimated,
Deroy Duarte,2026,Cape Verde,71,51,56,71,—,0.0,estimated,
Laros Duarte,2026,Cape Verde,71,51,56,71,—,0.0,estimated,
Telmo Arcanjo,2026,Cape Verde,71,67,44,71,—,0.0,FC26,
Diney Borges,2026,Cape Verde,70,71,46,70,—,0.0,FC26,
Jovane Cabral,2026,Cape Verde,70,71,46,70,—,0.0,FC26,
Dailon Rocha Livramento,2026,Cape Verde,70,68,42,70,—,0.0,FC26,
Stopira,2026,Cape Verde,69,56,64,69,—,0.0,estimated,
Jamiro Monteiro,2026,Cape Verde,69,67,58,69,—,0.0,FC26,
Kelvin Pires,2026,Cape Verde,69,56,64,69,—,0.0,estimated,
Gilson Tavares,2026,Cape Verde,68,62,64,68,—,0.0,FC26,
Roberto Lopes,2026,Cape Verde,66,41,68,66,—,0.0,FC26,
Sidny Lopes Cabral,2026,Cape Verde,66,63,61,66,—,0.0,FC26,
Vózinha,2026,Cape Verde,65,61,62,65,—,0.0,estimated,
Márcio Rosa,2026,Cape Verde,65,61,62,65,—,0.0,estimated,
C.J. dos Santos,2026,Cape Verde,65,61,62,65,—,0.0,FC26,
João Paulo,2026,Cape Verde,64,61,62,64,—,0.0,FC26,
Ryan Mendes,2026,Cape Verde,64,56,65,64,—,0.0,FC26,
Luis Díaz,2026,Colombia,85,82,53,85,—,0.0,FC26,
Davinson Sánchez,2026,Colombia,82,66,84,82,—,0.0,FC26,
Daniel Muñoz,2026,Colombia,81,72,80,81,—,0.0,FC26,
Richard Rios,2026,Colombia,79,76,75,79,—,0.0,FC26,
Jhon Arias,2026,Colombia,78,77,49,78,—,0.0,FC26,
Johan Mojica,2026,Colombia,78,71,73,78,—,0.0,FC26,
Cucho Hernández,2026,Colombia,78,78,52,78,—,0.0,FC26,
Kevin Castaño,2026,Colombia,77,73,73,77,—,0.0,FC26,
Yerry Mina,2026,Colombia,77,50,79,77,—,0.0,FC26,
Jefferson Lerma,2026,Colombia,77,71,77,77,—,0.0,FC26,
Juan Quintero,2026,Colombia,77,77,45,77,—,0.0,FC26,
Luis Suárez,2026,Colombia,77,75,49,77,—,0.0,FC26,
David Ospina,2026,Colombia,76,11,76,76,—,0.0,FC26,
Jhon Lucumí,2026,Colombia,76,53,77,76,—,0.0,FC26,
Willer Ditta,2026,Colombia,76,58,72,76,—,0.0,estimated,
Jaminton Campaz,2026,Colombia,76,75,38,76,—,0.0,FC26,
Deiver Machado,2026,Colombia,76,73,72,76,—,0.0,FC26,
Álvaro Montero,2026,Colombia,75,10,75,75,—,0.0,FC26,
Juan Portilla,2026,Colombia,73,67,70,73,—,0.0,FC26,
Jorge Carrascal,2026,Colombia,70,65,70,70,—,0.0,FC26,
Jhon Córdoba,2026,Colombia,69,65,35,69,—,0.0,FC26,
Santiago Arias,2026,Colombia,68,39,69,68,—,0.0,FC26,
Camilo Vargas,2026,Colombia,68,65,39,68,—,0.0,FC26,
Gustavo Puerta,2026,Colombia,68,65,63,68,—,0.0,FC26,
Andres Gomez,2026,Colombia,65,63,32,65,—,0.0,FC26,
James Rodríguez,2026,Colombia,56,57,34,56,—,0.0,FC26,
Joško Gvardiol,2026,Croatia,84,75,83,84,—,0.0,FC26,
Mateo Kovačić,2026,Croatia,83,78,73,83,—,0.0,FC26,
Luka Modrić,2026,Croatia,91,85,68,83,—,0.0,legendsdb,https://auth.legendsdatabase.com/storage/v1/object/public/players/modric-luka.avif
Ante Budimir,2026,Croatia,82,74,48,82,—,0.0,FC26,
Andrej Kramarić,2026,Croatia,81,80,44,81,—,0.0,FC26,
Ivan Perišić,2026,Croatia,81,79,71,81,—,0.0,FC26,
Dominik Livaković,2026,Croatia,80,10,80,80,—,0.0,FC26,
Mario Pašalić,2026,Croatia,80,78,70,80,—,0.0,FC26,
Nikola Vlašić,2026,Croatia,79,77,61,79,—,0.0,FC26,
Josip Stanišić,2026,Croatia,78,59,78,78,—,0.0,FC26,
Josip Šutalo,2026,Croatia,78,55,79,78,—,0.0,FC26,
Martin Baturina,2026,Croatia,78,76,61,78,—,0.0,FC26,
Luka Sučić,2026,Croatia,78,77,69,78,—,0.0,FC26,
Dominik Kotarski,2026,Croatia,77,11,77,77,—,0.0,FC26,
Kristijan Jakić,2026,Croatia,76,65,77,76,—,0.0,FC26,
Petar Musa,2026,Croatia,76,71,52,76,—,0.0,FC26,
Nikola Moro,2026,Croatia,75,72,71,75,—,0.0,FC26,
Toni Fruk,2026,Croatia,75,75,55,75,—,0.0,FC26,
Marin Pongračić,2026,Croatia,74,46,75,74,—,0.0,FC26,
Duje Ćaleta-Car,2026,Croatia,74,50,75,74,—,0.0,FC26,
Petar Sucic,2026,Croatia,74,72,65,74,—,0.0,FC26,
Ivor Pandur,2026,Croatia,72,9,72,72,—,0.0,FC26,
Luka Vušković,2026,Croatia,72,58,72,72,—,0.0,FC26,
Martin Erlic,2026,Croatia,72,45,73,72,—,0.0,FC26,
Igor Matanovic,2026,Croatia,71,65,45,71,—,0.0,FC26,
Marco Pašalić,2026,Croatia,71,72,41,71,—,0.0,FC26,
Armando Obispo,2026,Curaçao,73,56,73,73,—,0.0,FC26 (heritage),
Tahith Chong,2026,Curaçao,71,70,57,71,—,0.0,FC26,
Juninho Bacuna,2026,Curaçao,69,70,67,69,—,0.0,FC26,
Leandro Bacuna,2026,Curaçao,69,70,67,69,—,0.0,FC26,
Shurandy Sambo,2026,Curaçao,68,58,66,68,—,0.0,FC26,
Brandley Kuwas,2026,Curaçao,67,69,41,67,—,0.0,FC26,
Roshon van Eijma,2026,Curaçao,66,56,65,66,—,0.0,estimated,
Joshua Brenet,2026,Curaçao,66,56,65,66,—,0.0,estimated,
Juriën Gaari,2026,Curaçao,66,56,65,66,—,0.0,estimated,
Sheral Floranus,2026,Curaçao,66,56,65,66,—,0.0,FC26,
Godfried Roemeratoe,2026,Curaçao,66,64,57,66,—,0.0,estimated,
Jürgen Locadia,2026,Curaçao,66,64,48,66,—,0.0,estimated,
Jeremy Antonisse,2026,Curaçao,66,64,48,66,—,0.0,estimated,
Sontje Hansen,2026,Curaçao,66,64,48,66,—,0.0,estimated,
Tyrese Noslin,2026,Curaçao,66,61,61,66,—,0.0,FC26,
Kenji Gorré,2026,Curaçao,66,64,48,66,—,0.0,estimated,
Jearl Margaritha,2026,Curaçao,66,64,48,66,—,0.0,estimated,
Gervane Kastaneer,2026,Curaçao,66,64,48,66,—,0.0,estimated,
Kevin Felida,2026,Curaçao,66,64,57,66,—,0.0,estimated,
Riechedly Bazoer,2026,Curaçao,66,56,65,66,—,0.0,estimated,
Ar'jany Martha,2026,Curaçao,64,60,55,64,—,0.0,FC26,
Deveron Fonville,2026,Curaçao,63,48,59,63,—,0.0,FC26 (heritage),
Livano Comenencia,2026,Curaçao,62,54,58,62,—,0.0,FC26,
Eloy Room,2026,Curaçao,60,20,60,60,—,0.0,estimated,
Tyrick Bodak,2026,Curaçao,60,9,60,60,—,0.0,FC26,
Trevor Doornbusch,2026,Curaçao,60,20,60,60,—,0.0,estimated,
Patrik Schick,2026,Czech Republic,85,79,49,85,—,0.0,FC26,
Ladislav Krejčí,2026,Czech Republic,78,69,78,78,—,0.0,FC26,
Lukáš Provod,2026,Czech Republic,78,77,69,78,—,0.0,FC26,
Tomáš Souček,2026,Czech Republic,78,68,79,78,—,0.0,FC26,
Adam Hložek,2026,Czech Republic,77,76,44,77,—,0.0,FC26,
Pavel Šulc,2026,Czech Republic,77,74,46,77,—,0.0,FC26,
Tomáš Holeš,2026,Czech Republic,76,65,76,76,—,0.0,FC26,
Vladimír Darida,2026,Czech Republic,76,67,73,76,—,0.0,estimated,
Jindřich Staněk,2026,Czech Republic,76,11,76,76,—,0.0,FC26,
Michal Sadílek,2026,Czech Republic,76,65,74,76,—,0.0,FC26,
Alexandr Sojka,2026,Czech Republic,76,67,73,76,—,0.0,estimated,
Hugo Sochůrek,2026,Czech Republic,76,67,73,76,—,0.0,estimated,
Matej Kovar,2026,Czech Republic,75,11,75,75,—,0.0,FC26,
Tomáš Chorý,2026,Czech Republic,75,67,48,75,—,0.0,FC26,
Lukáš Červ,2026,Czech Republic,74,67,73,74,—,0.0,FC26,
Mojmír Chytil,2026,Czech Republic,74,67,44,74,—,0.0,FC26,
David Douděra,2026,Czech Republic,74,70,66,74,—,0.0,FC26,
David Zima,2026,Czech Republic,74,53,75,74,—,0.0,FC26,
Vladimir Coufal,2026,Czech Republic,73,63,73,73,—,0.0,FC26,
Jan Kuchta,2026,Czech Republic,73,70,47,73,—,0.0,FC26,
David Jurásek,2026,Czech Republic,73,68,69,73,—,0.0,FC26,
Lukáš Horníček,2026,Czech Republic,73,10,73,73,—,0.0,FC26,
Jaroslav Zelený,2026,Czech Republic,72,67,72,72,—,0.0,FC26,
Robin Hranac,2026,Czech Republic,71,49,72,71,—,0.0,FC26,
Štěpán Chaloupek,2026,Czech Republic,70,48,70,70,—,0.0,FC26,
Denis Višinský,2026,Czech Republic,68,66,50,68,—,0.0,FC26,
Yoane Wissa,2026,DR Congo,82,79,42,82,—,0.0,FC26,
Simon Banza,2026,DR Congo,81,75,48,81,—,0.0,FC26,
Aaron Wan-Bissaka,2026,DR Congo,80,66,77,80,—,0.0,FC26,
Cédric Bakambu,2026,DR Congo,77,74,48,77,—,0.0,FC26,
Chancel Mbemba,2026,DR Congo,75,62,74,75,—,0.0,FC26,
Arthur Masuaku,2026,DR Congo,75,71,71,75,—,0.0,FC26,
Ngal'ayel Mukau,2026,DR Congo,74,64,71,74,—,0.0,FC26,
Samuel Moutoussamy,2026,DR Congo,74,66,41,74,—,0.0,FC26,
Joris Kayembe,2026,DR Congo,74,69,68,74,—,0.0,FC26,
Noah Sadiki,2026,DR Congo,74,70,70,74,—,0.0,FC26,
Axel Tuanzebe,2026,DR Congo,73,56,74,73,—,0.0,FC26,
Matthieu Epolo,2026,DR Congo,73,10,73,73,—,0.0,FC26 (heritage),
Gédéon Kalulu,2026,DR Congo,73,57,72,73,—,0.0,estimated,
Steve Kapuadi,2026,DR Congo,71,44,74,71,—,0.0,FC26,
Dylan Batubinsika,2026,DR Congo,71,45,72,71,—,0.0,FC26,
Theo Bongonda,2026,DR Congo,71,66,63,71,—,0.0,estimated,
Aaron Tshibola,2026,DR Congo,71,66,63,71,—,0.0,estimated,
Charles Pickel,2026,DR Congo,71,66,71,71,—,0.0,FC26,
Edo Kayembe,2026,DR Congo,71,68,70,71,—,0.0,FC26,
Nathanael Mbuku,2026,DR Congo,70,68,40,70,—,0.0,FC26,
Meschack Elia,2026,DR Congo,70,71,38,70,—,0.0,FC26,
Gaël Kakuta,2026,DR Congo,69,69,42,69,—,0.0,estimated,
Timothy Fayulu,2026,DR Congo,69,20,69,69,—,0.0,estimated,
Lionel Mpasi,2026,DR Congo,67,10,67,67,—,0.0,FC26,
Fiston Mayele,2026,DR Congo,67,57,66,67,—,0.0,FC26,
Brian Cipenga,2026,DR Congo,66,63,41,66,—,0.0,FC26,
Moisés Caicedo,2026,Ecuador,87,73,83,87,—,0.0,FC26,
William Pacho,2026,Ecuador,86,53,86,86,—,0.0,FC26,
Piero Hincapié,2026,Ecuador,83,60,83,83,—,0.0,FC26,
Pervis Estupiñán,2026,Ecuador,79,70,74,79,—,0.0,FC26,
Félix Torres,2026,Ecuador,75,58,72,75,—,0.0,estimated,
Joel Ordoñez,2026,Ecuador,75,46,75,75,—,0.0,FC26,
Ángelo Preciado,2026,Ecuador,75,70,67,75,—,0.0,FC26,
Jackson Porozo,2026,Ecuador,75,58,72,75,—,0.0,estimated,
Hernán Galíndez,2026,Ecuador,74,10,74,74,—,0.0,FC26,
Kendry Paez,2026,Ecuador,73,71,46,73,—,0.0,FC26,
Moisés Ramírez,2026,Ecuador,71,67,63,71,—,0.0,FC26,
John Yeboah,2026,Ecuador,70,70,35,70,—,0.0,FC26,
Alan Minda,2026,Ecuador,70,68,53,70,—,0.0,FC26,
Gonzalo Plata,2026,Ecuador,70,10,70,70,—,0.0,FC26,
Gonzalo Valle,2026,Ecuador,70,10,70,70,—,0.0,FC26,
Jeremy,2026,Ecuador,70,68,43,70,—,0.0,FC26,
Yaimar Medina,2026,Ecuador,70,65,62,70,—,0.0,FC26,
Alan Franco,2026,Ecuador,69,64,46,69,—,0.0,FC26,
Jordy Alcívar,2026,Ecuador,68,66,65,68,—,0.0,FC26,
Pedro Vite,2026,Ecuador,68,66,52,68,—,0.0,estimated,
Anthony Valencia,2026,Ecuador,67,66,52,67,—,0.0,FC26,
Kevin Rodríguez,2026,Ecuador,67,65,37,67,—,0.0,FC26,
Enner Valencia,2026,Ecuador,67,66,52,67,—,0.0,FC26,
Denil Castillo,2026,Ecuador,67,60,66,67,—,0.0,FC26,
Nilson Angulo,2026,Ecuador,67,64,40,67,—,0.0,FC26,
Jordy Caicedo,2026,Ecuador,66,60,46,66,—,0.0,FC26,
Mohamed Salah,2026,Egypt,91,88,54,91,—,0.0,FC26,
Omar Marmoush,2026,Egypt,84,84,44,84,—,0.0,FC26,
Trezeguet,2026,Egypt,80,78,44,80,—,0.0,estimated,
Hamza Abdelkarim,2026,Egypt,80,78,44,80,—,0.0,estimated,
Ibrahim Adel,2026,Egypt,80,78,44,80,—,0.0,estimated,
Zizo,2026,Egypt,80,78,44,80,—,0.0,estimated,
Ahmed El Fotouh,2026,Egypt,75,40,76,75,—,0.0,FC26,
Mohamed Abdelmonem,2026,Egypt,74,54,74,74,—,0.0,FC26,
Mohamed El Shenawy,2026,Egypt,73,68,48,73,—,0.0,FC26,
Mohamed Hany,2026,Egypt,73,68,48,73,—,0.0,FC26,
Emam Ashour,2026,Egypt,73,68,48,73,—,0.0,estimated,
Mostafa Zico,2026,Egypt,73,68,48,73,—,0.0,FC26,
Hamdy Fathy,2026,Egypt,73,68,48,73,—,0.0,estimated,
Mahdy Soliman,2026,Egypt,73,68,48,73,—,0.0,estimated,
Mohanad Lashin,2026,Egypt,73,68,48,73,—,0.0,estimated,
Nabil Dunga,2026,Egypt,73,68,48,73,—,0.0,estimated,
Marawan Attia,2026,Egypt,73,68,48,73,—,0.0,estimated,
Mahmoud Saber,2026,Egypt,73,68,48,73,—,0.0,estimated,
Mostafa Shoubir,2026,Egypt,73,68,48,73,—,0.0,FC26,
Mohamed Alaa,2026,Egypt,73,68,48,73,—,0.0,FC26,
Haissem Hassan,2026,Egypt,72,65,43,72,—,0.0,FC26,
Hossam Abdelmaguid,2026,Egypt,69,51,56,69,—,0.0,estimated,
Yasser Ibrahim,2026,Egypt,69,51,56,69,—,0.0,estimated,
Tarek Alaa,2026,Egypt,69,51,56,69,—,0.0,estimated,
Rami Rabia,2026,Egypt,67,53,68,67,—,0.0,FC26,
Karim Hafez,2026,Egypt,53,49,41,53,—,0.0,FC26,
Jude Bellingham,2026,England,90,86,80,90,—,0.0,FC26,
Harry Kane,2026,England,89,84,58,89,—,0.0,FC26,
Bukayo Saka,2026,England,88,85,64,88,—,0.0,FC26,
Declan Rice,2026,England,87,77,83,87,—,0.0,FC26,
Jordan Pickford,2026,England,84,12,84,84,—,0.0,FC26,
Ollie Watkins,2026,England,84,79,58,84,—,0.0,FC26,
Anthony Gordon,2026,England,83,81,56,83,—,0.0,FC26,
Eberechi Eze,2026,England,83,82,55,83,—,0.0,FC26,
Ezri Konsa,2026,England,82,66,82,82,—,0.0,FC26,
John Stones,2026,England,82,67,81,82,—,0.0,FC26,
Marc Guéhi,2026,England,82,59,82,82,—,0.0,FC26,
Morgan Rogers,2026,England,82,80,70,82,—,0.0,FC26,
Dean Henderson,2026,England,81,11,81,81,—,0.0,FC26,
Ivan Toney,2026,England,81,77,59,81,—,0.0,FC26,
Reece James,2026,England,81,76,81,81,—,0.0,FC26,
Elliot Anderson,2026,England,80,75,77,80,—,0.0,FC26,
Marcus Rashford,2026,England,80,81,41,80,—,0.0,FC26,
Valentino Livramento,2026,England,80,67,75,80,—,0.0,FC26,
Noni Madueke,2026,England,80,78,52,80,—,0.0,FC26,
Jordan Henderson,2026,England,79,73,76,79,—,0.0,FC26,
Dan Burn,2026,England,79,52,81,79,—,0.0,FC26,
Djed Spence,2026,England,78,65,73,78,—,0.0,FC26,
Kobbie Mainoo,2026,England,77,74,73,77,—,0.0,FC26,
James Trafford,2026,England,76,10,76,76,—,0.0,FC26,
Jarell Quansah,2026,England,75,53,74,75,—,0.0,FC26,
Nico O'Reilly,2026,England,73,70,69,73,—,0.0,FC26,
Kylian Mbappé,2026,France,91,89,48,91,—,0.0,FC26,
Ousmane Dembélé,2026,France,90,89,55,90,—,0.0,FC26,
Jules Koundé,2026,France,87,66,85,87,—,0.0,FC26,
Mike Maignan,2026,France,87,12,87,87,—,0.0,FC26,
William Saliba,2026,France,87,59,86,87,—,0.0,FC26,
Michael Olise,2026,France,86,83,54,86,—,0.0,FC26,
Ibrahima Konaté,2026,France,86,55,86,86,—,0.0,FC26,
Dayot Upamecano,2026,France,85,61,84,85,—,0.0,FC26,
Marcus Thuram-Ulien,2026,France,85,81,58,85,—,0.0,FC26,
N'Golo Kanté,2026,France,85,72,83,85,—,0.0,FC26,
Desire Doue,2026,France,85,83,60,85,—,0.0,FC26,
Aurélien Tchouameni,2026,France,84,74,81,84,—,0.0,FC26,
Bradley Barcola,2026,France,84,81,47,84,—,0.0,FC26,
Theo Hernández,2026,France,84,80,80,84,—,0.0,FC26,
Adrien Rabiot,2026,France,83,80,79,83,—,0.0,FC26,
Jean-Philippe Mateta,2026,France,82,78,52,82,—,0.0,FC26,
Lucas Hernández,2026,France,81,64,81,81,—,0.0,FC26,
Rayan Cherki,2026,France,81,80,33,81,—,0.0,FC26,
Brice Samba,2026,France,80,11,80,80,—,0.0,FC26,
Lucas Digne,2026,France,80,73,76,80,—,0.0,FC26,
Warren Zaïre-Emery,2026,France,80,74,76,80,—,0.0,FC26,
Maghnes Akliouche,2026,France,80,76,52,80,—,0.0,FC26,
Malo Gusto,2026,France,79,65,73,79,—,0.0,FC26,
Manu Koné,2026,France,79,76,76,79,—,0.0,FC26,
Maxence Lacroix,2026,France,79,57,81,79,—,0.0,FC26,
Robin Risser,2026,France,72,10,72,72,—,0.0,FC26,
Joshua Kimmich,2026,Germany,89,80,82,89,—,0.0,FC26,
Florian Wirtz,2026,Germany,89,86,58,89,—,0.0,FC26,
Jamal Musiala,2026,Germany,88,84,66,88,—,0.0,FC26,
Jonathan Tah,2026,Germany,87,53,87,87,—,0.0,FC26,
Antonio Rüdiger,2026,Germany,86,66,85,86,—,0.0,FC26,
Nico Schlotterbeck,2026,Germany,85,69,84,85,—,0.0,FC26,
Manuel Neuer,2026,Germany,92,16,93,84,—,0.0,legendsdb,https://auth.legendsdatabase.com/storage/v1/object/public/players/neuer-manuel.avif
Oliver Baumann,2026,Germany,83,11,83,83,—,0.0,FC26,
Angelo Stiller,2026,Germany,83,71,75,83,—,0.0,FC26,
Waldemar Anton,2026,Germany,82,59,84,82,—,0.0,FC26,
Kai Havertz,2026,Germany,82,79,55,82,—,0.0,FC26,
Leon Goretzka,2026,Germany,82,79,81,82,—,0.0,FC26,
Leroy Sané,2026,Germany,82,82,46,82,—,0.0,FC26,
David Raum,2026,Germany,82,73,75,82,—,0.0,FC26,
Felix Kalu Nmecha,2026,Germany,82,77,82,82,—,0.0,FC26,
Nadiem Amiri,2026,Germany,81,79,65,81,—,0.0,FC26,
Alexander Nübel,2026,Germany,81,11,81,81,—,0.0,FC26,
Pascal Groß,2026,Germany,80,75,73,80,—,0.0,FC26,
Deniz Undav,2026,Germany,80,78,45,80,—,0.0,FC26,
Aleksandar Pavlović,2026,Germany,79,71,75,79,—,0.0,FC26,
Nick Woltemade,2026,Germany,79,74,50,79,—,0.0,FC26,
Maximilian Beier,2026,Germany,79,78,48,79,—,0.0,FC26,
Malick Thiaw,2026,Germany,78,62,79,78,—,0.0,FC26,
Nathaniel Brown,2026,Germany,77,67,65,77,—,0.0,FC26,
Jamie Leweling,2026,Germany,75,73,53,75,—,0.0,FC26,
Lennart Karl,2026,Germany,63,63,35,63,—,0.0,FC26,
Thomas Partey,2026,Ghana,83,74,81,83,—,0.0,FC26,
Iñaki Williams,2026,Ghana,83,80,56,83,—,0.0,FC26,
Antoine Semenyo,2026,Ghana,80,78,51,80,—,0.0,FC26,
Abdul Mumin,2026,Ghana,77,60,77,77,—,0.0,FC26,
Abdul Issahaku,2026,Ghana,76,76,51,76,—,0.0,FC26,
Abdul Rahman Baba,2026,Ghana,76,70,74,76,—,0.0,FC26,
Ernest Nuamah,2026,Ghana,75,73,34,75,—,0.0,FC26,
Alidu Seidu,2026,Ghana,74,57,73,74,—,0.0,FC26,
Gideon Mensah,2026,Ghana,74,65,68,74,—,0.0,FC26,
Lawrence Ati-Zigi,2026,Ghana,73,10,73,73,—,0.0,FC26,
Jordan Ayew,2026,Ghana,73,72,60,73,—,0.0,FC26,
Christopher Bonsu Baah,2026,Ghana,73,71,43,73,—,0.0,FC26,
Elisha Owusu,2026,Ghana,73,62,70,73,—,0.0,FC26,
Jerome Opoku,2026,Ghana,72,52,75,72,—,0.0,FC26,
Kamal Deen Sulemana,2026,Ghana,71,69,37,71,—,0.0,FC26,
Derrick Luckassen,2026,Ghana,71,54,70,71,—,0.0,estimated,
Jonas Adjei Adjetey,2026,Ghana,70,41,71,70,—,0.0,FC26,
Prince Adu,2026,Ghana,70,66,37,70,—,0.0,FC26,
Kwasi Sibo,2026,Ghana,69,59,70,69,—,0.0,FC26,
Brandon Thomas-Asante,2026,Ghana,69,67,46,69,—,0.0,FC26,
Benjamin Asare,2026,Ghana,69,20,69,69,—,0.0,estimated,
Augustine Boakye,2026,Ghana,69,67,35,69,—,0.0,FC26,
Marvin Senaya,2026,Ghana,69,57,66,69,—,0.0,FC26 (heritage),
Kojo Peprah Oppong,2026,Ghana,68,43,69,68,—,0.0,FC26,
Caleb Yirenkyi,2026,Ghana,67,62,65,67,—,0.0,FC26,
